URLs Downloaded,SizeKB, # of outlinks found, Content-type
https://www.nytimes.com/,681.6259766,140,text/html
https://www.nytimes.com/video,239.5371094,75,text/html
https://www.nytimes.com/section/arts,138.5205078,148,text/html
https://www.nytimes.com/section/climate,138.1298828,145,text/html
https://www.nytimes.com/2018/10/08/world/australia/coral-reefs-climate-change.html,826.3505859,130,text/html
https://www.nytimes.com/section/us,132.7636719,141,text/html
https://www.nytimes.com/2018/09/26/climate/epa-etzel-children-health-program.html,941.5429688,129,text/html
https://www.nytimes.com/2018/10/07/opinion/who-will-pay-for-the-mess-of-the-kavanaugh-confirmation-all-the-women.html,505.2880859,123,text/html
https://www.nytimes.com/section/opinion?action=click&module=Opinion&pagetype=Homepage,162.9990234,198,text/html
https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html?module=inline,913.6748047,127,text/html
https://www.nytimes.com/video/world/africa/100000006148407/melania-trump-takes-questions-africa.html?playlistId=1194811622205,430.7705078,82,text/html
http://www.nytimes.com/services/mobile/index.html,9.212890625,15,text/html
https://www.nytimes.com/2018/10/07/technology/tech-workers-ask-censorship-surveillance.html,990.7207031,128,text/html
https://www.nytimes.com/2018/10/08/opinion/republicans-kavanaugh-conservatives-gloating.html,503.9150391,121,text/html
https://www.nytimes.com/2018/10/08/us/politics/kavanaugh-us-politics.html,517.7861328,124,text/html
https://www.nytimes.com/2018/10/03/technology/personaltech/wireless-charging-pros-cons.html,895.6416016,145,text/html
https://www.nytimes.com/video/world/europe/100000006142744/theresa-may-dance-conservative-party.html?playlistId=1194811622205,429.6484375,82,text/html
https://www.nytimes.com/column/red-century,231.7207031,110,text/html
https://www.nytimes.com/2018/10/05/us/politics/lisa-murkowski-brett-kavanaugh-vote.html?module=inline,517.7714844,121,text/html
https://www.nytimes.com/2018/10/08/books/feminist-dystopian-fiction-margaret-atwood-women-metoo.html,743.8447266,131,text/html
https://www.nytimes.com/video/arts,561.375,82,text/html
https://www.nytimes.com/2018/01/29/style/the-power-naomi-alderman.html?module=inline,691.9492188,119,text/html
https://www.nytimes.com/2018/10/06/opinion/sunday/climate-change-global-warming.html,670.7431641,124,text/html
https://www.nytimes.com/2017/10/16/opinion/john-reed-russian-revolution-journalism.html,588.9277344,126,text/html
https://www.nytimes.com/video/world/asia/100000005336868/capitalism-china-health-care-system.html,486.2451172,80,text/html
https://www.nytimes.com/video/us/politics/100000006138441/trump-usmca-nafta-press-conference.html?playlistId=100000003890188,588.5039063,83,text/html
https://www.nytimes.com/section/world/australia,166.7128906,174,text/html
https://www.nytimes.com/video/world/europe/100000006142744/theresa-may-dance-conservative-party.html,429.6240234,82,text/html
https://www.nytimes.com/2018/10/07/us/politics/democrats-israel-palestinians.html?module=inline,554.7402344,137,text/html
https://www.nytimes.com/2017/06/01/climate/trump-paris-climate-agreement.html?module=inline,1714.228516,140,text/html
https://www.nytimes.com/2018/10/08/t-magazine/literature-homage-theft-appropriation.html,788.2802734,143,text/html
https://www.nytimes.com/video/us/politics/100000006067682/president-trump-impeach-questions-answers-michael-cohen.html,320.0195313,80,text/html
https://www.nytimes.com/2018/01/29/style/the-power-naomi-alderman.html,690.4570313,118,text/html
https://www.nytimes.com/2018/10/07/arts/dance/new-york-city-ballet-debuts-teresa-reichlen.html,646.8271484,134,text/html
https://www.nytimes.com/2018/10/02/books/review/ben-macintyre-spy-traitor.html,607.2558594,125,text/html
https://www.nytimes.com/2018/10/05/dining/instant-pot-indian.html,967.7861328,154,text/html
https://www.nytimes.com/2018/10/07/opinion/letters/kavanaugh-confirmation.html,569.8017578,120,text/html
https://www.nytimes.com/by/coral-davenport,117.0927734,125,text/html
https://www.nytimes.com/2018/09/24/business/brett-kavanaugh-yearbook-renate.html?module=inline,680.421875,130,text/html
https://www.nytimes.com/section/arts/television,140.6894531,154,text/html
